img_id,img_width,img_height,img_file,cat_id,cat_name,supercategory,ann_id,x,y,width,height,area,recorte_file
825,2448,3264,batch_3/IMG_4879.JPG,43,Spread tub,Plastic container,2572,723,688,1325,1844,2443300,recortes\Spread tub\Spread tub_2572_IMG_4879.JPG
826,2448,3264,batch_3/IMG_4883.JPG,29,Other plastic,Other plastic,2573,673,1054,72,79,5688,recortes\Other plastic\Other plastic_2573_IMG_4883.JPG
826,2448,3264,batch_3/IMG_4883.JPG,0,Aluminium foil,Aluminium foil,2574,1265,1424,213,141,30033,recortes\Aluminium foil\Aluminium foil_2574_IMG_4883.JPG
827,2448,3264,batch_3/IMG_4887.JPG,12,Drink can,Can,2575,974,1074,203,133,26999,recortes\Drink can\Drink can_2575_IMG_4887.JPG
827,2448,3264,batch_3/IMG_4887.JPG,58,Unlabeled litter,Unlabeled litter,2576,828,1652,89,57,5073,recortes\Unlabeled litter\Unlabeled litter_2576_IMG_4887.JPG
828,2448,3264,batch_3/IMG_4889.JPG,12,Drink can,Can,2577,982,1196,262,124,32488,recortes\Drink can\Drink can_2577_IMG_4889.JPG
828,2448,3264,batch_3/IMG_4889.JPG,58,Unlabeled litter,Unlabeled litter,2578,353,1587,38,108,4104,recortes\Unlabeled litter\Unlabeled litter_2578_IMG_4889.JPG
829,2448,3264,batch_3/IMG_4891.JPG,36,Plastic film,Plastic bag & wrapper,2579,1810,1320,188,274,51512,recortes\Plastic film\Plastic film_2579_IMG_4891.JPG
829,2448,3264,batch_3/IMG_4891.JPG,58,Unlabeled litter,Unlabeled litter,2580,1129,1446,52,55,2860,recortes\Unlabeled litter\Unlabeled litter_2580_IMG_4891.JPG
830,2448,3264,batch_3/IMG_4893.JPG,5,Clear plastic bottle,Bottle,2581,1083,1815,250,551,137750,recortes\Clear plastic bottle\Clear plastic bottle_2581_IMG_4893.JPG
830,2448,3264,batch_3/IMG_4893.JPG,33,Normal paper,Paper,2582,950,1123,102,176,17952,recortes\Normal paper\Normal paper_2582_IMG_4893.JPG
831,2448,3264,batch_3/IMG_4895.JPG,39,Other plastic wrapper,Plastic bag & wrapper,2583,1251,1646,241,376,90616,recortes\Other plastic wrapper\Other plastic wrapper_2583_IMG_4895.JPG
831,2448,3264,batch_3/IMG_4895.JPG,36,Plastic film,Plastic bag & wrapper,2584,985,1868,177,124,21948,recortes\Plastic film\Plastic film_2584_IMG_4895.JPG
832,2448,3264,batch_3/IMG_4897.JPG,36,Plastic film,Plastic bag & wrapper,2585,1415,1683,237,305,72285,recortes\Plastic film\Plastic film_2585_IMG_4897.JPG
832,2448,3264,batch_3/IMG_4897.JPG,36,Plastic film,Plastic bag & wrapper,2586,1263,1619,194,126,24444,recortes\Plastic film\Plastic film_2586_IMG_4897.JPG
832,2448,3264,batch_3/IMG_4897.JPG,36,Plastic film,Plastic bag & wrapper,2587,1733,2616,179,209,37411,recortes\Plastic film\Plastic film_2587_IMG_4897.JPG
833,2448,3264,batch_3/IMG_4898.JPG,40,Single-use carrier bag,Plastic bag & wrapper,2588,1095,2212,853,884,754052,recortes\Single-use carrier bag\Single-use carrier bag_2588_IMG_4898.JPG
834,2448,3264,batch_3/IMG_4901.JPG,39,Other plastic wrapper,Plastic bag & wrapper,2589,1757,2706,404,251,101404,recortes\Other plastic wrapper\Other plastic wrapper_2589_IMG_4901.JPG
834,2448,3264,batch_3/IMG_4901.JPG,58,Unlabeled litter,Unlabeled litter,2590,1743,2031,260,120,31200,recortes\Unlabeled litter\Unlabeled litter_2590_IMG_4901.JPG
834,2448,3264,batch_3/IMG_4901.JPG,14,Other carton,Carton,2591,425,1970,61,65,3965,recortes\Other carton\Other carton_2591_IMG_4901.JPG
835,2448,3264,batch_3/IMG_4902.JPG,45,Disposable food container,Plastic container,2592,1170,1060,364,272,99008,recortes\Disposable food container\Disposable food container_2592_IMG_4902.JPG
835,2448,3264,batch_3/IMG_4902.JPG,36,Plastic film,Plastic bag & wrapper,2593,1171,1062,363,229,83127,recortes\Plastic film\Plastic film_2593_IMG_4902.JPG
835,2448,3264,batch_3/IMG_4902.JPG,36,Plastic film,Plastic bag & wrapper,2594,1625,1854,62,93,5766,recortes\Plastic film\Plastic film_2594_IMG_4902.JPG
835,2448,3264,batch_3/IMG_4902.JPG,58,Unlabeled litter,Unlabeled litter,2595,2315,2834,75,110,8250,recortes\Unlabeled litter\Unlabeled litter_2595_IMG_4902.JPG
836,2448,3264,batch_3/IMG_4907.JPG,2,Aluminium blister pack,Blister pack,2596,1246,2164,231,155,35805,recortes\Aluminium blister pack\Aluminium blister pack_2596_IMG_4907.JPG
837,2448,3264,batch_3/IMG_4911.JPG,45,Disposable food container,Plastic container,2597,775,1622,299,255,76245,recortes\Disposable food container\Disposable food container_2597_IMG_4911.JPG
837,2448,3264,batch_3/IMG_4911.JPG,36,Plastic film,Plastic bag & wrapper,2598,776,1595,127,236,29972,recortes\Plastic film\Plastic film_2598_IMG_4911.JPG
838,2448,3264,batch_3/IMG_4913.JPG,40,Single-use carrier bag,Plastic bag & wrapper,2599,488,457,1755,1094,1919970,recortes\Single-use carrier bag\Single-use carrier bag_2599_IMG_4913.JPG
838,2448,3264,batch_3/IMG_4913.JPG,28,Metal lid,Lid,2600,108,1582,578,451,260678,recortes\Metal lid\Metal lid_2600_IMG_4913.JPG
838,2448,3264,batch_3/IMG_4913.JPG,28,Metal lid,Lid,2601,1413,1673,492,401,197292,recortes\Metal lid\Metal lid_2601_IMG_4913.JPG
838,2448,3264,batch_3/IMG_4913.JPG,26,Glass jar,Glass jar,2602,712,1799,733,894,655302,recortes\Glass jar\Glass jar_2602_IMG_4913.JPG
838,2448,3264,batch_3/IMG_4913.JPG,26,Glass jar,Glass jar,2603,1555,1937,861,1048,902328,recortes\Glass jar\Glass jar_2603_IMG_4913.JPG
839,2448,3264,batch_3/IMG_4914.JPG,26,Glass jar,Glass jar,2604,41,775,958,992,950336,recortes\Glass jar\Glass jar_2604_IMG_4914.JPG
839,2448,3264,batch_3/IMG_4914.JPG,26,Glass jar,Glass jar,2605,1601,510,803,942,756426,recortes\Glass jar\Glass jar_2605_IMG_4914.JPG
839,2448,3264,batch_3/IMG_4914.JPG,28,Metal lid,Lid,2606,504,774,493,431,212483,recortes\Metal lid\Metal lid_2606_IMG_4914.JPG
839,2448,3264,batch_3/IMG_4914.JPG,28,Metal lid,Lid,2607,1702,509,701,616,431816,recortes\Metal lid\Metal lid_2607_IMG_4914.JPG
839,2448,3264,batch_3/IMG_4914.JPG,8,Metal bottle cap,Bottle cap,2608,1220,1287,214,206,44084,recortes\Metal bottle cap\Metal bottle cap_2608_IMG_4914.JPG
840,2448,3264,batch_3/IMG_4915.JPG,4,Other plastic bottle,Bottle,2609,774,33,938,2969,2784922,recortes\Other plastic bottle\Other plastic bottle_2609_IMG_4915.JPG
841,2448,3264,batch_3/IMG_4916.JPG,45,Disposable food container,Plastic container,2610,614,616,1366,1359,1856394,recortes\Disposable food container\Disposable food container_2610_IMG_4916.JPG
841,2448,3264,batch_3/IMG_4916.JPG,25,Food waste,Food waste,2611,1042,1305,144,212,30528,recortes\Food waste\Food waste_2611_IMG_4916.JPG
842,2448,3264,batch_3/IMG_4917.JPG,8,Metal bottle cap,Bottle cap,2612,1771,1371,109,94,10246,recortes\Metal bottle cap\Metal bottle cap_2612_IMG_4917.JPG
843,2448,3264,batch_3/IMG_4919.JPG,12,Drink can,Can,2613,1117,2163,302,133,40166,recortes\Drink can\Drink can_2613_IMG_4919.JPG
843,2448,3264,batch_3/IMG_4919.JPG,50,Pop tab,Pop tab,2614,1118,2224,40,29,1160,recortes\Pop tab\Pop tab_2614_IMG_4919.JPG
843,2448,3264,batch_3/IMG_4919.JPG,58,Unlabeled litter,Unlabeled litter,2615,1157,1790,148,134,19832,recortes\Unlabeled litter\Unlabeled litter_2615_IMG_4919.JPG
844,2448,3264,batch_3/IMG_4921.JPG,46,Foam food container,Plastic container,2616,1110,1024,393,406,159558,recortes\Foam food container\Foam food container_2616_IMG_4921.JPG
844,2448,3264,batch_3/IMG_4921.JPG,46,Foam food container,Plastic container,2617,1499,2005,485,497,241045,recortes\Foam food container\Foam food container_2617_IMG_4921.JPG
844,2448,3264,batch_3/IMG_4921.JPG,58,Unlabeled litter,Unlabeled litter,2618,1838,2314,290,258,74820,recortes\Unlabeled litter\Unlabeled litter_2618_IMG_4921.JPG
845,2448,3264,batch_3/IMG_4922.JPG,56,Paper straw,Straw,2619,1081,1132,255,374,95370,recortes\Paper straw\Paper straw_2619_IMG_4922.JPG
845,2448,3264,batch_3/IMG_4922.JPG,21,Disposable plastic cup,Cup,2620,1189,1323,337,442,148954,recortes\Disposable plastic cup\Disposable plastic cup_2620_IMG_4922.JPG
846,2448,3264,batch_3/IMG_4924.JPG,45,Disposable food container,Plastic container,2621,1108,1644,243,257,62451,recortes\Disposable food container\Disposable food container_2621_IMG_4924.JPG
846,2448,3264,batch_3/IMG_4924.JPG,36,Plastic film,Plastic bag & wrapper,2622,1000,1788,267,231,61677,recortes\Plastic film\Plastic film_2622_IMG_4924.JPG
847,2448,3264,batch_3/IMG_4926.JPG,0,Aluminium foil,Aluminium foil,2623,626,1226,1270,1541,1957070,recortes\Aluminium foil\Aluminium foil_2623_IMG_4926.JPG
848,2448,3264,batch_3/IMG_4928.JPG,49,Plastic utensils,Plastic utensils,2624,1491,1709,288,205,59040,recortes\Plastic utensils\Plastic utensils_2624_IMG_4928.JPG
848,2448,3264,batch_3/IMG_4928.JPG,58,Unlabeled litter,Unlabeled litter,2625,2232,1111,60,45,2700,recortes\Unlabeled litter\Unlabeled litter_2625_IMG_4928.JPG
849,2448,3264,batch_3/IMG_4932.JPG,5,Clear plastic bottle,Bottle,2626,943,1186,132,252,33264,recortes\Clear plastic bottle\Clear plastic bottle_2626_IMG_4932.JPG
850,2448,3264,batch_3/IMG_4934.JPG,33,Normal paper,Paper,2627,115,1658,1697,1194,2026218,recortes\Normal paper\Normal paper_2627_IMG_4934.JPG
850,2448,3264,batch_3/IMG_4934.JPG,33,Normal paper,Paper,2628,104,547,2078,1822,3786116,recortes\Normal paper\Normal paper_2628_IMG_4934.JPG
850,2448,3264,batch_3/IMG_4934.JPG,33,Normal paper,Paper,2629,319,619,1872,1433,2682576,recortes\Normal paper\Normal paper_2629_IMG_4934.JPG
851,2448,3264,batch_3/IMG_4936.JPG,55,Plastic straw,Straw,2630,1148,1742,425,152,64600,recortes\Plastic straw\Plastic straw_2630_IMG_4936.JPG
851,2448,3264,batch_3/IMG_4936.JPG,58,Unlabeled litter,Unlabeled litter,2631,911,3054,85,111,9435,recortes\Unlabeled litter\Unlabeled litter_2631_IMG_4936.JPG
852,2448,3264,batch_3/IMG_4939.JPG,20,Paper cup,Cup,2632,686,21,869,1032,896808,recortes\Paper cup\Paper cup_2632_IMG_4939.JPG
852,2448,3264,batch_3/IMG_4939.JPG,27,Plastic lid,Lid,2633,686,19,863,725,625675,recortes\Plastic lid\Plastic lid_2633_IMG_4939.JPG
852,2448,3264,batch_3/IMG_4939.JPG,34,Paper bag,Paper bag,2634,0,923,2097,2336,4898592,recortes\Paper bag\Paper bag_2634_IMG_4939.JPG
853,3264,2448,batch_3/IMG_4941.JPG,5,Clear plastic bottle,Bottle,2635,1063,1455,206,114,23484,recortes\Clear plastic bottle\Clear plastic bottle_2635_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,6,Glass bottle,Bottle,2636,3022,1673,147,52,7644,recortes\Glass bottle\Glass bottle_2636_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,5,Clear plastic bottle,Bottle,2637,1603,1728,157,66,10362,recortes\Clear plastic bottle\Clear plastic bottle_2637_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,29,Other plastic,Other plastic,2638,1468,1449,78,72,5616,recortes\Other plastic\Other plastic_2638_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,29,Other plastic,Other plastic,2639,2743,1242,64,58,3712,recortes\Other plastic\Other plastic_2639_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,58,Unlabeled litter,Unlabeled litter,2640,2205,1236,27,29,783,recortes\Unlabeled litter\Unlabeled litter_2640_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,58,Unlabeled litter,Unlabeled litter,2641,961,145,55,31,1705,recortes\Unlabeled litter\Unlabeled litter_2641_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,58,Unlabeled litter,Unlabeled litter,2642,1752,207,49,22,1078,recortes\Unlabeled litter\Unlabeled litter_2642_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,58,Unlabeled litter,Unlabeled litter,2643,1520,1963,20,27,540,recortes\Unlabeled litter\Unlabeled litter_2643_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,58,Unlabeled litter,Unlabeled litter,2644,1625,1863,28,17,476,recortes\Unlabeled litter\Unlabeled litter_2644_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,58,Unlabeled litter,Unlabeled litter,2645,4,1933,80,55,4400,recortes\Unlabeled litter\Unlabeled litter_2645_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,33,Normal paper,Paper,2646,542,1894,304,160,48640,recortes\Normal paper\Normal paper_2646_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,33,Normal paper,Paper,2647,410,1930,210,133,27930,recortes\Normal paper\Normal paper_2647_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,33,Normal paper,Paper,2648,1788,70,105,85,8925,recortes\Normal paper\Normal paper_2648_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,50,Pop tab,Pop tab,2649,1278,1265,25,14,350,recortes\Pop tab\Pop tab_2649_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,39,Other plastic wrapper,Plastic bag & wrapper,2650,130,1800,178,111,19758,recortes\Other plastic wrapper\Other plastic wrapper_2650_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,34,Paper bag,Paper bag,2651,0,1944,157,142,22294,recortes\Paper bag\Paper bag_2651_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,55,Plastic straw,Straw,2652,1584,1747,90,206,18540,recortes\Plastic straw\Plastic straw_2652_IMG_4941.JPG
853,3264,2448,batch_3/IMG_4941.JPG,53,Shoe,Shoe,2653,667,1806,316,223,70468,recortes\Shoe\Shoe_2653_IMG_4941.JPG
854,2448,3264,batch_3/IMG_4961.JPG,49,Plastic utensils,Plastic utensils,2654,868,644,1196,687,821652,recortes\Plastic utensils\Plastic utensils_2654_IMG_4961.JPG
854,2448,3264,batch_3/IMG_4961.JPG,49,Plastic utensils,Plastic utensils,2655,1882,712,242,631,152702,recortes\Plastic utensils\Plastic utensils_2655_IMG_4961.JPG
854,2448,3264,batch_3/IMG_4961.JPG,49,Plastic utensils,Plastic utensils,2656,1863,880,144,716,103104,recortes\Plastic utensils\Plastic utensils_2656_IMG_4961.JPG
855,3264,2448,batch_3/IMG_4963.JPG,5,Clear plastic bottle,Bottle,2657,1327,1254,293,239,70027,recortes\Clear plastic bottle\Clear plastic bottle_2657_IMG_4963.JPG
856,3264,2448,batch_3/IMG_4964.JPG,36,Plastic film,Plastic bag & wrapper,2658,1305,1162,107,101,10807,recortes\Plastic film\Plastic film_2658_IMG_4964.JPG
857,3264,2448,batch_3/IMG_4965.JPG,40,Single-use carrier bag,Plastic bag & wrapper,2659,1977,1067,579,603,349137,recortes\Single-use carrier bag\Single-use carrier bag_2659_IMG_4965.JPG
858,3264,2448,batch_3/IMG_4966.JPG,36,Plastic film,Plastic bag & wrapper,2660,1258,1269,218,209,45562,recortes\Plastic film\Plastic film_2660_IMG_4966.JPG
858,3264,2448,batch_3/IMG_4966.JPG,29,Other plastic,Other plastic,2661,1830,1744,39,11,429,recortes\Other plastic\Other plastic_2661_IMG_4966.JPG
858,3264,2448,batch_3/IMG_4966.JPG,58,Unlabeled litter,Unlabeled litter,2662,1879,1493,35,8,280,recortes\Unlabeled litter\Unlabeled litter_2662_IMG_4966.JPG
858,3264,2448,batch_3/IMG_4966.JPG,58,Unlabeled litter,Unlabeled litter,2663,1895,1479,14,6,84,recortes\Unlabeled litter\Unlabeled litter_2663_IMG_4966.JPG
859,2448,3264,batch_3/IMG_4967.JPG,55,Plastic straw,Straw,2664,1526,1597,300,185,55500,recortes\Plastic straw\Plastic straw_2664_IMG_4967.JPG
859,2448,3264,batch_3/IMG_4967.JPG,29,Other plastic,Other plastic,2665,1694,1674,129,60,7740,recortes\Other plastic\Other plastic_2665_IMG_4967.JPG
859,2448,3264,batch_3/IMG_4967.JPG,21,Disposable plastic cup,Cup,2666,961,1657,131,192,25152,recortes\Disposable plastic cup\Disposable plastic cup_2666_IMG_4967.JPG
860,2448,3264,batch_3/IMG_4969.JPG,5,Clear plastic bottle,Bottle,2667,737,1616,240,71,17040,recortes\Clear plastic bottle\Clear plastic bottle_2667_IMG_4969.JPG
860,2448,3264,batch_3/IMG_4969.JPG,5,Clear plastic bottle,Bottle,2668,1414,1197,141,75,10575,recortes\Clear plastic bottle\Clear plastic bottle_2668_IMG_4969.JPG
860,2448,3264,batch_3/IMG_4969.JPG,5,Clear plastic bottle,Bottle,2669,1293,1028,46,39,1794,recortes\Clear plastic bottle\Clear plastic bottle_2669_IMG_4969.JPG
860,2448,3264,batch_3/IMG_4969.JPG,6,Glass bottle,Bottle,2670,770,1267,44,92,4048,recortes\Glass bottle\Glass bottle_2670_IMG_4969.JPG
860,2448,3264,batch_3/IMG_4969.JPG,16,Drink carton,Carton,2671,787,1492,154,76,11704,recortes\Drink carton\Drink carton_2671_IMG_4969.JPG
860,2448,3264,batch_3/IMG_4969.JPG,58,Unlabeled litter,Unlabeled litter,2672,50,1526,60,37,2220,recortes\Unlabeled litter\Unlabeled litter_2672_IMG_4969.JPG
860,2448,3264,batch_3/IMG_4969.JPG,58,Unlabeled litter,Unlabeled litter,2673,970,1511,44,32,1408,recortes\Unlabeled litter\Unlabeled litter_2673_IMG_4969.JPG
860,2448,3264,batch_3/IMG_4969.JPG,58,Unlabeled litter,Unlabeled litter,2674,1122,1433,31,23,713,recortes\Unlabeled litter\Unlabeled litter_2674_IMG_4969.JPG
860,2448,3264,batch_3/IMG_4969.JPG,58,Unlabeled litter,Unlabeled litter,2675,2162,635,53,22,1166,recortes\Unlabeled litter\Unlabeled litter_2675_IMG_4969.JPG
860,2448,3264,batch_3/IMG_4969.JPG,58,Unlabeled litter,Unlabeled litter,2676,896,877,23,13,299,recortes\Unlabeled litter\Unlabeled litter_2676_IMG_4969.JPG
860,2448,3264,batch_3/IMG_4969.JPG,20,Paper cup,Cup,2677,1520,1487,69,60,4140,recortes\Paper cup\Paper cup_2677_IMG_4969.JPG
860,2448,3264,batch_3/IMG_4969.JPG,39,Other plastic wrapper,Plastic bag & wrapper,2678,1082,1432,44,32,1408,recortes\Other plastic wrapper\Other plastic wrapper_2678_IMG_4969.JPG
860,2448,3264,batch_3/IMG_4969.JPG,12,Drink can,Can,2679,1422,898,23,35,805,recortes\Drink can\Drink can_2679_IMG_4969.JPG
861,2448,3264,batch_3/IMG_4971.JPG,7,Plastic bottle cap,Bottle cap,2680,1068,2512,216,235,50760,recortes\Plastic bottle cap\Plastic bottle cap_2680_IMG_4971.JPG
862,2448,3085,batch_3/IMG_4881.JPG,36,Plastic film,Plastic bag & wrapper,2681,626,1861,181,147,26607,recortes\Plastic film\Plastic film_2681_IMG_4881.JPG
862,2448,3085,batch_3/IMG_4881.JPG,58,Unlabeled litter,Unlabeled litter,2682,741,1681,75,93,6975,recortes\Unlabeled litter\Unlabeled litter_2682_IMG_4881.JPG
863,2448,3011,batch_3/IMG_4929.JPG,36,Plastic film,Plastic bag & wrapper,2683,827,1890,425,456,193800,recortes\Plastic film\Plastic film_2683_IMG_4929.JPG
864,2448,2607,batch_3/IMG_4950.JPG,31,Tissues,Paper,2684,239,565,316,197,62252,recortes\Tissues\Tissues_2684_IMG_4950.JPG
864,2448,2607,batch_3/IMG_4950.JPG,31,Tissues,Paper,2685,904,988,319,330,105270,recortes\Tissues\Tissues_2685_IMG_4950.JPG
864,2448,2607,batch_3/IMG_4950.JPG,36,Plastic film,Plastic bag & wrapper,2686,717,1093,444,450,199800,recortes\Plastic film\Plastic film_2686_IMG_4950.JPG
865,3264,2290,batch_3/IMG_4857.JPG,20,Paper cup,Cup,2687,1533,742,261,233,60813,recortes\Paper cup\Paper cup_2687_IMG_4857.JPG
866,2448,2470,batch_3/IMG_4948.JPG,5,Clear plastic bottle,Bottle,2688,240,1431,152,252,38304,recortes\Clear plastic bottle\Clear plastic bottle_2688_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,5,Clear plastic bottle,Bottle,2689,1403,1308,128,246,31488,recortes\Clear plastic bottle\Clear plastic bottle_2689_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,12,Drink can,Can,2690,1504,1391,208,98,20384,recortes\Drink can\Drink can_2690_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,8,Metal bottle cap,Bottle cap,2691,1378,1532,27,26,702,recortes\Metal bottle cap\Metal bottle cap_2691_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,8,Metal bottle cap,Bottle cap,2692,1226,1536,29,29,841,recortes\Metal bottle cap\Metal bottle cap_2692_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,7,Plastic bottle cap,Bottle cap,2693,1309,1638,35,33,1155,recortes\Plastic bottle cap\Plastic bottle cap_2693_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,7,Plastic bottle cap,Bottle cap,2694,1403,1525,50,30,1500,recortes\Plastic bottle cap\Plastic bottle cap_2694_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,8,Metal bottle cap,Bottle cap,2695,1212,1524,27,26,702,recortes\Metal bottle cap\Metal bottle cap_2695_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,49,Plastic utensils,Plastic utensils,2696,226,1778,43,41,1763,recortes\Plastic utensils\Plastic utensils_2696_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,33,Normal paper,Paper,2697,1903,1191,545,279,152055,recortes\Normal paper\Normal paper_2697_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,39,Other plastic wrapper,Plastic bag & wrapper,2698,1476,1295,89,46,4094,recortes\Other plastic wrapper\Other plastic wrapper_2698_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,58,Unlabeled litter,Unlabeled litter,2699,103,1855,71,47,3337,recortes\Unlabeled litter\Unlabeled litter_2699_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,58,Unlabeled litter,Unlabeled litter,2700,3,1776,75,14,1050,recortes\Unlabeled litter\Unlabeled litter_2700_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,58,Unlabeled litter,Unlabeled litter,2701,575,1753,27,45,1215,recortes\Unlabeled litter\Unlabeled litter_2701_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,29,Other plastic,Other plastic,2702,1383,1628,28,30,840,recortes\Other plastic\Other plastic_2702_IMG_4948.JPG
866,2448,2470,batch_3/IMG_4948.JPG,58,Unlabeled litter,Unlabeled litter,2703,877,1780,27,29,783,recortes\Unlabeled litter\Unlabeled litter_2703_IMG_4948.JPG
867,2448,2858,batch_3/IMG_5037.JPG,36,Plastic film,Plastic bag & wrapper,2704,996,1833,316,356,112496,recortes\Plastic film\Plastic film_2704_IMG_5037.JPG
868,3264,2448,batch_3/IMG_5061.JPG,15,Egg carton,Carton,2705,1403,1284,69,47,3243,recortes\Egg carton\Egg carton_2705_IMG_5061.JPG
868,3264,2448,batch_3/IMG_5061.JPG,38,Garbage bag,Plastic bag & wrapper,2706,2959,1776,304,453,137712,recortes\Garbage bag\Garbage bag_2706_IMG_5061.JPG
869,3264,2448,batch_3/IMG_5063.JPG,27,Plastic lid,Lid,2707,2014,380,596,613,365348,recortes\Plastic lid\Plastic lid_2707_IMG_5063.JPG
869,3264,2448,batch_3/IMG_5063.JPG,14,Other carton,Carton,2708,579,846,1598,1397,2232406,recortes\Other carton\Other carton_2708_IMG_5063.JPG
870,3264,2448,batch_3/IMG_5064.JPG,14,Other carton,Carton,2709,1409,1086,1385,866,1199410,recortes\Other carton\Other carton_2709_IMG_5064.JPG
870,3264,2448,batch_3/IMG_5064.JPG,45,Disposable food container,Plastic container,2710,118,207,1287,1485,1911195,recortes\Disposable food container\Disposable food container_2710_IMG_5064.JPG
871,3264,2448,batch_3/IMG_5065.JPG,39,Other plastic wrapper,Plastic bag & wrapper,2711,826,679,1496,991,1482536,recortes\Other plastic wrapper\Other plastic wrapper_2711_IMG_5065.JPG
872,2448,3264,batch_3/IMG_5066.JPG,47,Other plastic container,Plastic container,2712,1320,1791,616,455,280280,recortes\Other plastic container\Other plastic container_2712_IMG_5066.JPG
872,2448,3264,batch_3/IMG_5066.JPG,44,Tupperware,Plastic container,2713,1,664,1220,1334,1627480,recortes\Tupperware\Tupperware_2713_IMG_5066.JPG
872,2448,3264,batch_3/IMG_5066.JPG,39,Other plastic wrapper,Plastic bag & wrapper,2714,1242,333,1206,960,1157760,recortes\Other plastic wrapper\Other plastic wrapper_2714_IMG_5066.JPG
873,2448,3264,batch_3/IMG_5067.JPG,14,Other carton,Carton,2715,1530,448,902,629,567358,recortes\Other carton\Other carton_2715_IMG_5067.JPG
873,2448,3264,batch_3/IMG_5067.JPG,2,Aluminium blister pack,Blister pack,2716,1790,1602,658,611,402038,recortes\Aluminium blister pack\Aluminium blister pack_2716_IMG_5067.JPG
873,2448,3264,batch_3/IMG_5067.JPG,33,Normal paper,Paper,2717,1131,1450,511,648,331128,recortes\Normal paper\Normal paper_2717_IMG_5067.JPG
873,2448,3264,batch_3/IMG_5067.JPG,36,Plastic film,Plastic bag & wrapper,2718,30,871,1218,1549,1886682,recortes\Plastic film\Plastic film_2718_IMG_5067.JPG
874,3264,2448,batch_3/IMG_5068.JPG,30,Magazine paper,Paper,2719,259,1791,731,581,424711,recortes\Magazine paper\Magazine paper_2719_IMG_5068.JPG
874,3264,2448,batch_3/IMG_5068.JPG,30,Magazine paper,Paper,2720,486,1423,455,313,142415,recortes\Magazine paper\Magazine paper_2720_IMG_5068.JPG
874,3264,2448,batch_3/IMG_5068.JPG,30,Magazine paper,Paper,2721,434,1217,400,344,137600,recortes\Magazine paper\Magazine paper_2721_IMG_5068.JPG
874,3264,2448,batch_3/IMG_5068.JPG,30,Magazine paper,Paper,2722,516,681,518,567,293706,recortes\Magazine paper\Magazine paper_2722_IMG_5068.JPG
874,3264,2448,batch_3/IMG_5068.JPG,30,Magazine paper,Paper,2723,838,865,512,583,298496,recortes\Magazine paper\Magazine paper_2723_IMG_5068.JPG
874,3264,2448,batch_3/IMG_5068.JPG,30,Magazine paper,Paper,2724,1026,967,644,435,280140,recortes\Magazine paper\Magazine paper_2724_IMG_5068.JPG
874,3264,2448,batch_3/IMG_5068.JPG,30,Magazine paper,Paper,2725,867,1201,968,1116,1080288,recortes\Magazine paper\Magazine paper_2725_IMG_5068.JPG
778,2448,3264,batch_3/IMG_4972.JPG,59,Cigarette,Cigarette,2726,1566,266,78,52,4056,recortes\Cigarette\Cigarette_2726_IMG_4972.JPG
781,2448,3264,batch_3/IMG_4980.JPG,59,Cigarette,Cigarette,2727,1474,2388,26,56,1456,recortes\Cigarette\Cigarette_2727_IMG_4980.JPG
